,name,institution,rating_mean,reviews_count,language
322,Biohacking Your Brain's Health,Emory University,4.70042194092827,237.0,Inglés
323,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",4.4484375,640.0,Inglés
324,Reporting extra-financier et stratégie RSE,ESSEC Business School,4.6415094339622645,53.0,Francés
325,Leading Healthcare Quality and Safety,The George Washington University,4.78494623655914,186.0,Inglés
326,Understanding International Relations Theory,National Research University Higher School of Economics,4.59433962264151,106.0,Inglés
327,Introduction to Data Analytics,IBM,4.777777777777778,18.0,Inglés
328,Fundamentos de Excel para Negocios,Universidad Austral,4.8064,1250.0,Español
329,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,4.581430745814307,657.0,Inglés
330,Cultural Competence - Aboriginal Sydney,The University of Sydney,4.75,44.0,Inglés
331,Fundamentos de Finanzas Empresariales,Universidad de los Andes,4.898058252427185,1442.0,Español
332,Greening the Economy: Sustainable Cities,Lund University,4.59463986599665,597.0,Inglés
333,Introduction to Engineering Mechanics,Georgia Institute of Technology,4.764383561643836,730.0,Inglés
334,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,4.622222222222222,135.0,Inglés
335,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,4.061889250814332,307.0,Inglés
336,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,4.925093632958801,267.0,Inglés
337,Health Behavior Change: From Evidence to Action,Yale University,4.925925925925926,27.0,Inglés
338,Ordered Data Structures,University of Illinois at Urbana-Champaign,4.670103092783505,97.0,Inglés
339,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,4.842684268426843,2727.0,Inglés
340,Programming Fundamentals,Duke University,4.643485211830535,1251.0,Inglés
341,Understanding Financial Markets,University of Geneva,4.703271028037383,856.0,Inglés
342,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,4.921739130434783,460.0,Inglés
343,Drug Commercialization,University of California San Diego,4.6092715231788075,151.0,Inglés
344,Introduction to Software Product Management,University of Alberta,4.548746518105849,1076.0,Inglés
345,"Social Norms, Social Change I",Unicef,4.6061381074168795,391.0,Inglés
346,Excel Skills for Business: Intermediate II,Macquarie University,4.731417244796829,1009.0,Inglés
347,Aboriginal Worldviews and Education,University of Toronto,4.552238805970149,67.0,Inglés
348,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,4.700440528634362,227.0,Inglés
349,Six Sigma Principles,University System of Georgia,4.529531568228106,980.0,Inglés
350,Business Writing,University of Colorado Boulder,4.818742293464858,811.0,Inglés
351,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,4.728971962616822,321.0,Inglés
352,Introduction to Typography,California Institute of the Arts,4.762962962962963,810.0,Inglés
353,Customer Segmentation and Prospecting,Northwestern University,4.722222222222222,162.0,Inglés
354,Claves para Gestionar Personas,IESE Business School,4.84984520123839,646.0,Español
355,English for Journalism,University of Pennsylvania,4.819536423841059,603.0,Inglés
356,How Things Work: An Introduction to Physics,University of Virginia,4.808064516129032,620.0,Inglés
357,Business English: Networking,University of Washington,4.801047120418848,573.0,Inglés
358,Summary Statistics in Public Health,Johns Hopkins University,4.793991416309013,233.0,Inglés
359,The Changing Global Order,Universiteit Leiden,,,Inglés
360,Global Energy and Climate Policy,University of London,4.621359223300971,103.0,Inglés
361,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Universidad Austral,4.968,125.0,Español
362,Probability and Statistics: To p or not to p?,University of London,4.669642857142857,336.0,Inglés
363,Gut Check: Exploring Your Microbiome,University of Colorado Boulder,4.7370517928286855,251.0,Inglés
364,Econometrics: Methods and Applications,Erasmus University Rotterdam,4.465,200.0,Inglés
365,Разработка веб-сервисов на Go - основы языка,Moscow Institute of Physics and Technology,4.691489361702128,94.0,Ruso
366,Mastering Data Analysis in Excel,Duke University,3.71267252195734,797.0,Inglés
367,Basic Statistics,University of Amsterdam,4.589435774309724,833.0,Inglés
368,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,4.508108108108108,1295.0,Inglés
369,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,4.583333333333333,84.0,Inglés
370,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,4.769230769230769,195.0,Inglés
371,Data Analytics for Lean Six Sigma,University of Amsterdam,4.87481590574374,679.0,Inglés
372,Refugees in the 21st Century,University of London,4.816666666666666,60.0,Inglés
373,Building Containerized Applications on AWS,Amazon Web Services,4.318181818181818,44.0,Inglés
374,Business Transformation with Google Cloud,Google Cloud,4.718232044198895,181.0,Inglés
375,Version Control with Git,Atlassian,4.747323340471092,467.0,Inglés
376,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),4.715976331360947,169.0,Inglés
377,Excel aplicado a los negocios (Nivel Avanzado),Universidad Austral,4.719626168224299,642.0,Español
378,Introduction to Public Speaking,University of Washington,4.812807881773399,406.0,Inglés
379,Building Conversational Experiences with Dialogflow,Google Cloud,4.2314410480349345,229.0,Inglés
380,Guitar for Beginners,Berklee College of Music,4.726591760299626,534.0,Inglés
381,Managing Project Risks and Changes,"University of California, Irvine",4.774352651048089,811.0,Inglés
382,L'excellence opérationnelle en pratique,ESSEC Business School,4.73469387755102,98.0,Francés
383,Introduction to Cloud Computing,IBM,4.819277108433735,83.0,Inglés
384,Sample-based Learning Methods,Alberta Machine Intelligence Institute,4.449664429530201,149.0,Inglés
385,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,4.719163763066202,1434.0,Inglés
386,Introduction to Blockchain Technologies,INSEAD,4.711920529801325,302.0,Inglés
387,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,4.871892925430211,523.0,Inglés
388,"Cameras, Exposure, and Photography",Michigan State University,4.727357609710551,1071.0,Inglés
389,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,4.860091743119266,436.0,Español
390,Dentistry 101,University of Michigan,4.84375,32.0,Inglés
391,"Python Functions, Files, and Dictionaries",University of Michigan,4.805607476635514,535.0,Inglés
392,Anticorrupción: Introducción a conceptos y perspectiva práctica,Universidad Nacional Autónoma de México,4.851948051948052,385.0,Español
393,Positive Psychology: Applications and Interventions,University of Pennsylvania,4.741206030150754,398.0,Inglés
394,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,4.275229357798165,109.0,Inglés
395,Personal & Family Financial Planning,University of Florida,4.605263157894737,380.0,Inglés
396,A Law Student's Toolkit,Yale University,4.680412371134021,291.0,Inglés
397,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,4.732971165900543,2393.0,Español
398,"Cybersecurity Roles, Processes & Operating System Security",IBM,4.406976744186046,344.0,Inglés
399,Computational Neuroscience,University of Washington,4.53932584269663,178.0,Inglés
400,De-Mystifying Mindfulness,Universiteit Leiden,,,Inglés
401,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,4.594594594594595,222.0,Inglés
402,Getting Started with Go,"University of California, Irvine",4.404458598726115,314.0,Inglés
403,Introduction to Economic Theories,Erasmus University Rotterdam,4.136363636363637,44.0,Inglés
404,Probabilistic Graphical Models 1: Representation,Stanford University,,,Inglés
405,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",4.62962962962963,270.0,Inglés
406,Introduction to Personal Branding,University of Virginia,4.447368421052632,1976.0,Inglés
407,Love as a Force for Social Justice,Stanford University,4.712328767123288,73.0,Inglés
408,Mathematical Thinking in Computer Science,University of California San Diego,4.246458923512748,353.0,Inglés
409,Introduction to Genetics and Evolution,Duke University,4.840304182509506,263.0,Inglés
410,Основы программирования на Python,National Research University Higher School of Economics,4.293893129770993,524.0,Ruso
411,Improving Communication Skills,University of Pennsylvania,4.7,359.0,Inglés
412,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,3.463768115942029,138.0,Inglés
413,Python Programming: A Concise Introduction,Wesleyan University,4.661498708010336,1161.0,Inglés
414,"The Modern World, Part Two: Global History since 1910",University of Virginia,4.793103448275862,290.0,Inglés
415,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,4.825958702064897,339.0,Inglés
416,Excel Fundamentals for Data Analysis,Macquarie University,4.587628865979381,97.0,Inglés
417,Finanzas personales,Universidad Nacional Autónoma de México,4.803474903474903,2590.0,Español
418,English Composition I,Duke University,4.569832402234637,179.0,Inglés
419,Career 911: Your Future Job in Medicine and Healthcare,Northwestern University,4.2727272727272725,11.0,Inglés
420,Introduction to Self-Driving Cars,University of Toronto,4.647590361445783,332.0,Inglés
421,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,4.842592592592593,108.0,Inglés
422,Blockchain Basics,University at Buffalo,4.503150315031503,1111.0,Inglés
423,Foundations of Business Strategy,University of Virginia,4.795154185022026,454.0,Inglés
424,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,4.86892177589852,1419.0,Portugués
425,Stochastic processes,National Research University Higher School of Economics,4.168674698795181,83.0,Inglés
426,Foundations for Big Data Analysis with SQL,Cloudera,4.8152866242038215,157.0,Inglés
427,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,4.757894736842105,95.0,Inglés
428,Perfect Tenses and Modals,"University of California, Irvine",4.807162534435261,726.0,Inglés
429,Getting Started with Azure,LearnQuest,4.285714285714286,62.0,Inglés
430,Moralities of Everyday Life,Yale University,4.840909090909091,572.0,Inglés
431,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,4.9211087420042645,469.0,Portugués
432,Understanding child development: from synapse to society,Utrecht University,4.636363636363637,44.0,Inglés
433,Introduction to G Suite,Google Cloud,4.619596541786744,347.0,Inglés
434,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),University of California San Diego,4.919417475728156,3090.0,Español
435,Building Batch Data Pipelines on GCP,Google Cloud,4.255813953488372,129.0,Inglés
436,Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,4.414634146341464,82.0,Inglés
437,Quantitative Methods,University of Amsterdam,4.7132743362831855,565.0,Inglés
438,"Introduction to Self-Determination Theory: An approach to motivation, development and wellness",University of Rochester,4.921052631578948,76.0,Inglés
439,The Technology of Music Production,Berklee College of Music,4.851063829787234,235.0,Inglés
440,Code Yourself! An Introduction to Programming,The University of Edinburgh,4.800595238095238,672.0,Inglés
441,Success,University of Pennsylvania,4.902985074626866,268.0,Inglés
442,Chemicals and Health,Johns Hopkins University,4.790816326530612,196.0,Inglés
443,Improving your statistical inferences,Eindhoven University of Technology,4.887179487179488,195.0,Inglés
444,Fundamentals of Finance,University of Pennsylvania,3.888888888888889,9.0,Inglés
445,How Google does Machine Learning,Google Cloud,4.487019730010384,963.0,Inglés
446,Object-Oriented Design,University of Alberta,4.542553191489362,282.0,Inglés
447,Introduction to Intellectual Property,University of Pennsylvania,4.753086419753086,81.0,Inglés
448,Cost and Economics in Pricing Strategy,BCG,4.810344827586207,116.0,Inglés
449,Write A Feature Length Screenplay For Film Or Television,Michigan State University,4.625,32.0,Inglés
450,Marketing Gerencial,Universidad de Chile,4.722745625841184,743.0,Inglés
451,Corporate Finance Essentials,IESE Business School,4.855652173913043,575.0,Inglés
452,Information Security: Context and Introduction,"Royal Holloway, University of London",4.65406976744186,344.0,Inglés
453,"Anatomy of the Chest, Abdomen, and Pelvis",Yale University,4.802631578947368,228.0,Inglés
454,Introduction to CSS3,University of Michigan,4.790759075907591,1515.0,Inglés
455,Applied Data Science Capstone,IBM,4.509466437177281,581.0,Inglés
456,Introduction aux Droits de l’Homme,University of Geneva,4.858173076923077,416.0,Francés
457,"Programming Languages, Part A",University of Washington,4.918575063613232,393.0,Inglés
458,Big History: Connecting Knowledge,Macquarie University,4.786096256684492,374.0,Inglés
459,Leadership in 21st Century Organizations,Copenhagen Business School,4.745762711864407,236.0,Inglés
460,Software Processes and Agile Practices,University of Alberta,4.6747352496217855,661.0,Inglés
461,DevOps Culture and Mindset,"University of California, Davis",4.8108108108108105,74.0,Inglés
462,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,4.67515923566879,157.0,Inglés
463,Discrete Optimization,The University of Melbourne,4.833333333333333,120.0,Inglés
464,Основы разработки на C++: белый пояс,Moscow Institute of Physics and Technology,4.729651162790698,344.0,Ruso
465,COVID-19 Contact Tracing For Nursing Professionals,University of Houston,4.428571428571429,7.0,Inglés
466,High Stakes Leadership: Leading in Times of Crisis,University of Michigan,4.777777777777778,27.0,Inglés
467,Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,4.635371179039302,458.0,Inglés
468,Epigenetic Control of Gene Expression,The University of Melbourne,1.0,6.0,Inglés
469,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,3.84375,191.0,Inglés
470,AWS Fundamentals: Addressing Security Risk,Amazon Web Services,4.162698412698413,252.0,Inglés
471,Ancient Philosophy: Plato & His Predecessors,University of Pennsylvania,4.052631578947368,76.0,Inglés
472,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,4.241379310344827,58.0,Inglés
473,Spanish for Successful Communication in Healthcare Settings,Rice University,4.0,6.0,Inglés
474,Leading transformations: Manage change,Macquarie University,4.3090909090909095,55.0,Inglés
475,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),4.7317073170731705,82.0,Inglés
476,Digital Marketing Analytics in Theory,University of Illinois at Urbana-Champaign,,,Inglés
477,Data Visualization and Communication with Tableau,Duke University,,,Inglés
478,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",4.757009345794392,107.0,Inglés
479,Human Rights for Open Societies,Utrecht University,4.767123287671233,73.0,Inglés
480,Introduction to Computers and Office Productivity Software,The Hong Kong University of Science and Technology,4.6,35.0,Inglés
481,The Introduction to Quantum Computing,Saint Petersburg State University,3.2045454545454546,44.0,Inglés
482,Intercultural Management,ESCP Business School,4.444444444444445,63.0,Inglés
483,Get Interactive: Practical Teaching with Technology,University of London,4.780898876404494,178.0,Inglés
484,International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,,,Inglés
485,Global Financial Markets and Instruments,Rice University,4.307984790874524,262.0,Inglés
486,Write Your First Novel,Michigan State University,3.85,20.0,Inglés
487,Développement psychologique de l'enfant,University of Geneva,4.91588785046729,107.0,Francés
488,Songwriting: Writing the Lyrics,Berklee College of Music,4.75,176.0,Inglés
489,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,4.339160839160839,858.0,Inglés
490,Systems Thinking In Public Health,Johns Hopkins University,4.513888888888889,144.0,Inglés
491,Excel Skills for Business: Advanced,Macquarie University,4.6825,800.0,Inglés
492,Introduction to Neuroeconomics: How the Brain Makes Decisions,National Research University Higher School of Economics,4.612903225806452,279.0,Inglés
493,Community Organizing for Social Justice,University of Michigan,4.53125,32.0,Inglés
494,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,4.956989247311828,93.0,Inglés
495,The Global Financial Crisis,Yale University,4.8557457212713935,409.0,Inglés
496,Agile и Scrum в работе над проектами и продуктами,E-Learning Development Fund,4.7272727272727275,44.0,Ruso
497,Renewable Energy and Green Building Entrepreneurship,Duke University,4.714652956298201,388.0,Inglés
498,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",4.861111111111111,108.0,Inglés
499,Privacy Law and Data Protection,University of Pennsylvania,4.78125,64.0,Inglés
500,Building Modern Python Applications on AWS,Amazon Web Services,5.0,1.0,Inglés
501,Digital Business Models,Lund University,4.495412844036697,109.0,Inglés
502,"Everyday Excel, Part 2",University of Colorado Boulder,4.95,40.0,Inglés
503,Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,4.653916211293261,549.0,Inglés
504,Introduction to Computer Programming,University of London,3.920289855072464,138.0,Inglés
505,"Big Data Essentials: HDFS, MapReduce and Spark RDD",Yandex,3.484126984126984,126.0,Inglés
506,Dermatology: Trip to skin,Novosibirsk State University ,4.077922077922078,77.0,Inglés
507,Sustainable Tourism – promoting environmental public health,University of Copenhagen,4.5041322314049586,242.0,Inglés
508,Population Health During A Pandemic: Contact Tracing and Beyond,University of Houston,4.796610169491525,118.0,Inglés
509,Social Impact Strategy: Tools for Entrepreneurs and Innovators,University of Pennsylvania,4.855263157894737,228.0,Inglés
510,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",4.546318289786223,842.0,Inglés
511,Introduction to Structured Query Language (SQL),University of Michigan,4.739130434782608,713.0,Inglés
512,Social and Economic Networks:  Models and Analysis,Stanford University,1.0,6.0,Inglés
513,The Truth About Cats and Dogs,The University of Edinburgh,4.769953051643192,426.0,Inglés
514,Sports and Society,Duke University,4.87962962962963,216.0,Inglés
515,Fundamentals of Scalable Data Science,IBM,4.0,355.0,Inglés
516,Effective Compliance Programs,University of Pennsylvania,4.90566037735849,53.0,Inglés
517,Transformation of the Global Food System,University of Copenhagen,4.830985915492958,71.0,Inglés
518,Web Application Technologies and Django,University of Michigan,4.628787878787879,132.0,Inglés
519,Curanderismo: Traditional Healing Using Plants,University of New Mexico,1.0,6.0,Inglés
520,Applied Machine Learning in Python,University of Michigan,4.488471391972673,1171.0,Inglés
521,Troubleshooting and Debugging Techniques,Google,4.189944134078212,179.0,Inglés
522,Introduction to C# Programming and Unity,University of Colorado System,4.672544080604534,397.0,Inglés
523,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,4.736413043478261,368.0,Español
524,Les Fondamentaux de la Négociation,ESSEC Business School,4.863013698630137,73.0,Francés
525,Introduction to Clinical Data,Stanford University,,,Inglés
526,The Science of Success: What Researchers Know that You Should Know,University of Michigan,4.848101265822785,553.0,Inglés
527,Finance for Non-Financial Managers,Emory University,4.130434782608695,69.0,Inglés
528,Getting Started With Music Theory,Michigan State University,4.263736263736264,182.0,Inglés
529,Digital Marketing Analytics in Practice,University of Illinois at Urbana-Champaign,,,Inglés
530,The Horse Course: Introduction to Basic Care and Management,University of Florida,4.907407407407407,270.0,Inglés
531,Verb Tenses and Passives,"University of California, Irvine",4.736363636363636,330.0,Inglés
532,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,4.7560975609756095,615.0,Español
533,Introduction to Big Data,University of California San Diego,4.567393458870169,2018.0,Inglés
534,Rédaction de contrats,University of Geneva,4.843971631205674,141.0,Francés
535,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,The University of Edinburgh,4.552511415525114,219.0,Inglés
536,Schizophrenia,Wesleyan University,4.7040358744394615,223.0,Inglés
537,Ecology: Ecosystem Dynamics and Conservation,Howard Hughes Medical Institute ,4.852362204724409,508.0,Inglés
538,Introduction to Game Development,Michigan State University,4.751980982567353,1262.0,Inglés
539,Practical Time Series Analysis,The State University of New York,4.461290322580645,310.0,Inglés
540,VLSI CAD Part I: Logic,University of Illinois at Urbana-Champaign,4.723684210526316,76.0,Inglés
541,Getting Started with Google Kubernetes Engine,Google Cloud,4.245696400625978,639.0,Inglés
542,Exploring ​and ​Preparing ​your ​Data with BigQuery,Google Cloud,4.4573170731707314,328.0,Inglés
543,Six Sigma and the Organization (Advanced),University System of Georgia,4.711822660098522,406.0,Inglés
544,Social Work Practice: Advocating Social Justice and Change,University of Michigan,4.8,5.0,Inglés
545,Introduction to Machine Learning,Duke University,4.655813953488372,215.0,Inglés
546,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,4.778761061946903,226.0,Inglés
547,Nanotechnology: A Maker’s Course,Duke University,4.84,450.0,Inglés
548,Creative Problem Solving,University of Minnesota,4.456140350877193,513.0,Inglés
549,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,4.694444444444445,72.0,Inglés
550,COVID-19: What You Need to Know (CME Eligible),Osmosis,4.838901262063845,1347.0,Inglés
551,Classical Sociological Theory,University of Amsterdam,4.867961165048544,515.0,Inglés
552,Electric Industry Operations and Markets,Duke University,4.682926829268292,164.0,Inglés
553,Preparing for the Google Cloud Professional Cloud Architect Exam,Google Cloud,4.443037974683544,158.0,Inglés
554,Effective Business Presentations with Powerpoint,PwC,4.575949367088608,158.0,Inglés
555,More Introduction to Financial Accounting,University of Pennsylvania,4.810526315789474,95.0,Inglés
556,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,University of Pennsylvania,4.484615384615385,130.0,Inglés
557,Dairy Production and Management,The Pennsylvania State University,,,Inglés
558,Think Again I: How to Understand Arguments,Duke University,4.5969125214408235,583.0,Inglés
559,Developing Your Musicianship,Berklee College of Music,4.84789644012945,309.0,Inglés
560,Introduction to Operations Management,University of Pennsylvania,4.297008547008547,468.0,Inglés
561,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,4.923913043478261,92.0,Inglés
562,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,4.53784860557769,251.0,Inglés
563,Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,4.639498432601881,319.0,Francés
564,European Business Law: Understanding the Fundamentals,Lund University,4.709219858156028,141.0,Inglés
565,Teach English Now! Teaching Language Online,Arizona State University,4.544303797468355,79.0,Inglés
566,Front-End Web Development with React,The Hong Kong University of Science and Technology,4.602787456445993,574.0,Inglés
567,Music Business Foundations,Berklee College of Music,4.856209150326797,459.0,Inglés
568,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,4.563106796116505,103.0,Inglés
569,Security & Safety Challenges in a Globalized World,Universiteit Leiden,,,Inglés
570,Machine Learning Foundations: A Case Study Approach,University of Washington,4.487741456166419,2692.0,Inglés
571,Accounting Analytics,University of Pennsylvania,4.395299145299146,468.0,Inglés
572,Strategic Business Management - Microeconomics,"University of California, Irvine",4.75,28.0,Inglés
573,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,4.737179487179487,468.0,Inglés
574,Roman Architecture,Yale University,4.850393700787402,127.0,Inglés
575,Research Data Management and Sharing,The University of Edinburgh,4.6875,128.0,Inglés
576,Introduction to Genomic Technologies,Johns Hopkins University,4.477894736842106,475.0,Inglés
577,Strategic Management,Copenhagen Business School,4.785333333333333,750.0,Inglés
578,Cybersecurity Compliance Framework & System Administration,IBM,4.511363636363637,176.0,Inglés
579,Legal Tech & Startups,IE Business School,4.386363636363637,44.0,Inglés
580,Introduction to Chemistry:  Reactions and Ratios,Duke University,4.825842696629214,178.0,Inglés
581,The Science of Stem Cells,American Museum of Natural History,4.734177215189874,316.0,Inglés
582,The Business of Product Management I,Advancing Women in Product,4.6,5.0,Inglés
583,Positive Psychology: Resilience Skills,University of Pennsylvania,4.886409736308316,493.0,Inglés
584,AI for Medical Prognosis,DeepLearning.AI,4.747126436781609,87.0,Inglés
585,Antibiotic Stewardship,Stanford University,4.1891891891891895,37.0,Inglés
586,UX / UI: Fundamentos para o design de interface,Universidade de São Paulo,4.341269841269841,126.0,Portugués
587,EMT Foundations,University of Colorado System,4.844262295081967,122.0,Inglés
588,Industrial IoT on Google Cloud Platform,Google Cloud,4.5316239316239315,585.0,Inglés
589,"Penetration Testing, Incident Response and Forensics",IBM,4.435294117647059,85.0,Inglés
590,Database Management Essentials,University of Colorado System,4.479629629629629,540.0,Inglés
591,Advertising and Society,Duke University,4.805369127516778,149.0,Inglés
592,Everyday Chinese Medicine,The Chinese University of Hong Kong,4.709302325581396,172.0,Inglés
593,Fundamentals of Machine Learning for Healthcare,Stanford University,4.9,10.0,Inglés
594,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",4.84,25.0,Inglés
595,Magic in the Middle Ages,Universitat de Barcelona,4.54353562005277,379.0,Inglés
596,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,4.850746268656716,67.0,Inglés
597,Exploring Renewable Energy Schemes,University of Pennsylvania,4.790322580645161,62.0,Inglés
598,Paleontology: Theropod Dinosaurs and the Origin of Birds,University of Alberta,4.907407407407407,324.0,Inglés
599,Corporate Strategy,UCL School of Management,4.875,144.0,Inglés
600,Getting Started with Essay Writing,"University of California, Irvine",4.673352435530086,698.0,Inglés
601,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Universidad Nacional Autónoma de México,4.845849802371541,253.0,Español
602,Mastering Final Cut Pro,LearnQuest,4.45945945945946,37.0,Inglés
603,Removing Barriers to Change,University of Pennsylvania,5.0,8.0,Inglés
604,Tricky American English Pronunciation,"University of California, Irvine",4.740924092409241,606.0,Inglés
605,Managing an Agile Team,University of Virginia,4.65625,192.0,Inglés
606,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,4.751412429378531,177.0,Inglés
607,"Competencias Laborales: Perfiles, Evaluación y Capacitación.",Universidad de Chile,4.310344827586207,87.0,Español
608,Getting started with TensorFlow 2,Imperial College London,4.882352941176471,51.0,Inglés
609,Geopolitics of Europe,Sciences Po,3.7349397590361444,83.0,Inglés
610,Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,4.580645161290323,124.0,Inglés
611,Mathematics for Machine Learning: PCA,Imperial College London,3.4482758620689653,522.0,Inglés
612,Object Oriented Programming in Java,University of California San Diego,4.66890756302521,1190.0,Inglés
613,Embedded Software and Hardware Architecture,University of Colorado Boulder,4.368421052631579,57.0,Inglés
614,Memoir and Personal Essay: Managing Your Relationship with the Reader,Wesleyan University,4.258620689655173,58.0,Inglés
615,Математика и Python для анализа данных,Moscow Institute of Physics and Technology,4.627403846153846,832.0,Ruso
616,Hacia una práctica constructivista en el aula,Pontificia Universidad Católica de Chile,4.905096660808436,569.0,Español
617,Hypothesis-Driven Development,University of Virginia,4.5,106.0,Inglés
618,Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,3.5,8.0,Inglés
619,Introduction to Molecular Spectroscopy,University of Manchester   ,4.607843137254902,408.0,Inglés
620,Managing as a Coach,"University of California, Davis",4.73404255319149,282.0,Inglés
621,The fundamentals of hotel distribution,ESSEC Business School,,,Inglés
622,A Crash Course in Data Science,Johns Hopkins University,,,Inglés
